Month,Prov,Immig,Char,Sex,Age,    Nodegree,    Highschoolgraduate,    Postsecondary,    University,       Above bachelor degree
13-Oct,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25-64,5.1,4.6,3.4,7.9,2.2
13-Oct,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,5.6,3.4,2.3,0,0
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,16,0,0,0
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,0,0,0,-
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,0,0,0,0
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,0,0,0,0
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,0,-,-,-,-
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,14.4,12.2,5.1,0
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,0,0,-,-
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,0,0,5.5,0
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,0,0,5.6,0
13-Oct,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,0,0,0,-
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Male,15 Years +,50.4,53.4,77.9,77.4,73
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Male,  15-24,0,0,78.4,81.7,-
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Male,  25 Years +,61.1,70.5,77.8,76,73
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Male,  25-64,80,78.7,82.2,84.1,79.4
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,68.8,0,43.1,0
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Female,15 Years +,13.1,50.9,64.9,73.9,82.4
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Female,  15-24,0,0,55.3,71,0
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Female,  25 Years +,0,63.5,67,74.1,80.6
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Female,  25-64,0,69.4,73.2,74.2,80.7
13-Oct,Ontario,  Non-landed immigrants,Employment rate,  Female,  55 Years +,0,39.7,0,58.8,0
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Male,15 Years +,220.7,404.1,609.8,917.1,361.9
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Male,  15-24,40.2,45.1,20.8,22.2,0
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Male,  25 Years +,180.5,359,589,894.9,360.9
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Male,  25-64,169.2,335.9,552.2,849,334.8
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Male,  55 Years +,61,91.9,151.5,194.4,89.6
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Female,15 Years +,148.7,330.3,620.4,793.4,254.6
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Female,  15-24,24.3,29.3,29.9,21.5,1.7
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Female,  25 Years +,124.5,301.1,590.4,771.8,252.9
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Female,  25-64,112.6,282.2,567.3,747.1,240
13-Nov,Canada,  Total Landed immigrants,  Labour force,  Female,  55 Years +,42.7,92.5,135.5,128.2,51
13-Nov,Canada,  Total Landed immigrants,    Employment,  Male,15 Years +,193.3,370.4,571.8,851.3,336.4
13-Nov,Canada,  Total Landed immigrants,    Employment,  Male,  15-24,27.9,37.5,19.5,18.4,0
13-Nov,Canada,  Total Landed immigrants,    Employment,  Male,  25 Years +,165.4,332.9,552.3,832.9,335.7
13-Nov,Canada,  Total Landed immigrants,    Employment,  Male,  25-64,154.6,310.2,515.7,790.1,311.1
13-Nov,Canada,  Total Landed immigrants,    Employment,  Male,  55 Years +,56.2,88.1,145.7,177.9,84.5
13-Nov,Canada,  Total Landed immigrants,    Employment,  Female,15 Years +,129.6,299.1,581.8,735.6,230.5
13-Nov,Canada,  Total Landed immigrants,    Employment,  Female,  15-24,19,24.2,26.9,18,1.7
13-Nov,Canada,  Total Landed immigrants,    Employment,  Female,  25 Years +,110.7,274.9,554.9,717.7,228.8
13-Nov,Canada,  Total Landed immigrants,    Employment,  Female,  25-64,98.8,256.4,532.1,693.7,216.3
13-Nov,Canada,  Total Landed immigrants,    Employment,  Female,  55 Years +,37.5,87.5,130.2,121.8,49.1
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,160.6,325.4,522.5,780.6,304.9
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Male,  15-24,8.1,20.2,14.3,13.4,0
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,152.6,305.2,508.2,767.2,304.2
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25-64,145.3,289.9,482.2,738.8,288.1
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,49.1,75.8,124.9,151.7,71.6
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,82.5,216.6,446.9,578.8,177.2
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Female,  15-24,2.2,11.4,14.7,11.5,0
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,80.2,205.2,432.2,567.3,176
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25-64,74.3,197.6,423.1,555.5,169.4
13-Nov,Canada,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,23.4,58.1,94.6,87.4,35.4
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,32.7,45,49.3,70.7,31.5
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Male,  15-24,19.8,17.3,5.1,5,-
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,12.9,27.7,44.1,65.7,31.5
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25-64,9.2,20.3,33.5,51.3,23
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,7.1,12.4,20.8,26.2,12.9
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,47.2,82.6,134.9,156.8,53.2
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Female,  15-24,16.7,12.8,12.1,6.5,0
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,30.4,69.8,122.7,150.3,52.8
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25-64,24.5,58.8,109.1,138.3,46.9
13-Nov,Canada,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,14.2,29.5,35.6,34.3,13.7
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Male,15 Years +,27.4,33.7,38,65.8,25.5
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Male,  15-24,12.3,7.5,0,3.8,0
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,15.1,26.1,36.7,62,25.2
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Male,  25-64,14.6,25.7,36.4,58.9,23.8
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,4.8,3.7,5.8,16.6,5.2
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Female,15 Years +,19.1,31.2,38.6,57.7,24.2
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Female,  15-24,5.3,5.1,3.1,3.6,0
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,13.8,26.1,35.5,54.2,24.1
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Female,  25-64,13.8,25.8,35.1,53.4,23.7
13-Nov,Canada,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,5.1,5,5.3,6.5,1.9
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,289.5,214.8,215.9,235.2,92
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Male,  15-24,71.4,26.8,11.9,5.5,0
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Male,  25 Years +,218,188,204,229.7,91.6
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Male,  25-64,37.7,67.4,65.1,101.9,32.5
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Male,  55 Years +,200.9,152.9,172.3,168.3,73.5
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Female,15 Years +,497.5,351.2,326.3,299.1,95.5
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Female,  15-24,63.2,32.6,10.4,7,0
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Female,  25 Years +,434.3,318.6,315.9,292.1,95.4
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Female,  25-64,123.9,150.6,159.6,194,60.1
13-Nov,Canada,  Total Landed immigrants,  Not in labour force,  Female,  55 Years +,362.1,225.9,215.6,143.9,48.3
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Male,15 Years +,12.4,8.3,6.2,7.2,7
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Male,  15-24,30.6,16.6,0,17.1,0
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Male,  25 Years +,8.4,7.3,6.2,6.9,7
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Male,  25-64,8.6,7.7,6.6,6.9,7.1
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Male,  55 Years +,7.9,4,3.8,8.5,5.8
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Female,15 Years +,12.8,9.4,6.2,7.3,9.5
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Female,  15-24,21.8,17.4,10.4,16.7,0
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Female,  25 Years +,11.1,8.7,6,7,9.5
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Female,  25-64,12.3,9.1,6.2,7.1,9.9
13-Nov,Canada,  Total Landed immigrants,Unemployment rate,  Female,  55 Years +,11.9,5.4,3.9,5.1,3.7
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Male,15 Years +,37.9,59.8,69.3,73.9,74.1
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Male,  15-24,25,52.2,59.6,66.4,0
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Male,  25 Years +,41.5,60.9,69.6,74.1,74.2
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Male,  25-64,74.7,76.9,83.5,83.1,84.7
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Male,  55 Years +,21.5,36,45,49,51.8
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Female,15 Years +,20.1,43.9,61.5,67.3,65.8
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Female,  15-24,21.7,39.2,66.6,62.9,89.5
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Female,  25 Years +,19.8,44.4,61.2,67.5,65.7
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Female,  25-64,41.8,59.2,73.2,73.7,72.1
13-Nov,Canada,  Total Landed immigrants,Employment rate,  Female,  55 Years +,9.3,27.5,37.1,44.8,49.4
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Male,15 Years +,17,35.5,56.6,97.8,42.7
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Male,  15-24,2.1,6,6.6,13.5,0
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Male,  25 Years +,14.8,29.5,50,84.2,42.1
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Male,  25-64,14.2,29.1,49.1,83,41.3
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Male,  55 Years +,1.7,4.5,3.3,6.1,3.6
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Female,15 Years +,8.3,35.5,57.9,85.9,24.4
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Female,  15-24,2.4,7.4,8.2,9.3,2.4
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Female,  25 Years +,5.9,28.1,49.7,76.6,22
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Female,  25-64,5.8,27.8,49.5,76,21.9
13-Nov,Canada,  Non-landed immigrants,  Labour force,  Female,  55 Years +,0,3,2.1,4,0
13-Nov,Canada,  Non-landed immigrants,    Employment,  Male,15 Years +,15.4,33.8,54.8,91.6,40.3
13-Nov,Canada,  Non-landed immigrants,    Employment,  Male,  15-24,1.5,5.6,6.5,11.8,0
13-Nov,Canada,  Non-landed immigrants,    Employment,  Male,  25 Years +,13.9,28.2,48.4,79.8,39.7
13-Nov,Canada,  Non-landed immigrants,    Employment,  Male,  25-64,13.3,27.8,47.9,78.6,38.9
13-Nov,Canada,  Non-landed immigrants,    Employment,  Male,  55 Years +,1.5,4.3,2.9,6.1,3.6
13-Nov,Canada,  Non-landed immigrants,    Employment,  Female,15 Years +,7,33,55.1,80.1,23.4
13-Nov,Canada,  Non-landed immigrants,    Employment,  Female,  15-24,2.1,5.6,7.2,7.6,2.4
13-Nov,Canada,  Non-landed immigrants,    Employment,  Female,  25 Years +,4.9,27.4,47.9,72.5,21
13-Nov,Canada,  Non-landed immigrants,    Employment,  Female,  25-64,4.9,27.1,47.6,71.9,21
13-Nov,Canada,  Non-landed immigrants,    Employment,  Female,  55 Years +,0,3,1.9,3.9,0
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Male,15 Years +,13.6,28.7,51.1,76.3,36.5
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Male,  15-24,0,2.5,6.1,5.6,0
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25 Years +,12.2,26.3,45,70.7,36
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25-64,11.9,26.2,44.5,70.5,35.9
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Male,  55 Years +,0,3.4,2.6,3.9,1.9
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Female,15 Years +,4.2,25.5,47,64.6,18.1
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Female,  15-24,0,2.9,5.2,4.5,0
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25 Years +,3.7,22.6,41.7,60,17.2
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25-64,3.6,22.4,41.7,60,17.2
13-Nov,Canada,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,0,1.7,0,2.2,0
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,1.9,5.1,3.8,15.3,3.7
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Male,  15-24,0,3.2,0,6.2,-
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,1.7,1.9,3.4,9.1,3.7
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,1.6,3.4,8.1,3
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,0,0,0,2.2,1.7
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,2.8,7.5,8.2,15.6,5.3
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Female,  15-24,1.6,2.7,2,3.1,1.5
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,0,4.8,6.2,12.5,3.8
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25-64,0,4.7,6,12,3.8
13-Nov,Canada,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,0,0,0,1.7,-
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Male,15 Years +,1.5,1.7,1.7,6.2,2.4
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Male,  15-24,0,0,0,1.8,-
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,0,1.6,4.4,2.4
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,0,0,4.4,2.4
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,0,0,0,-,-
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Female,15 Years +,0,2.5,2.8,5.8,0
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Female,  15-24,0,1.8,0,1.7,-
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,0,0,1.8,4.1,0
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Female,  25-64,0,0,1.8,4.1,0
13-Nov,Canada,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,-,0,0,0
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,15.7,23.5,12.7,22.4,6.5
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Male,  15-24,7.5,16.9,0,6.5,-
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,8.2,6.6,11.3,15.9,6.5
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25-64,3.5,5.1,6.5,11.3,4
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,5.4,2.2,5.8,5.6,2.8
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,27.5,27.2,14.5,32.7,9.1
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Female,  15-24,9.4,12.9,2.1,5.8,-
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,18.1,14.2,12.4,26.9,9.1
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25-64,10,9.6,9.1,26.3,8.9
13-Nov,Canada,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,9.7,8.5,4.7,3.8,1.8
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,8.8,4.8,3,6.3,5.6
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,0,0,13.3,-
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,0,3.2,5.2,5.7
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,0,0,5.3,5.8
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,0,0,0,-,-
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,7,4.8,6.8,0
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,24.3,0,18.3,-
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,0,3.6,5.4,0
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,0,3.6,5.4,0
13-Nov,Canada,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,-,0,0,0
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Male,15 Years +,47.2,57.3,79.2,76.3,81.9
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Male,  15-24,15.5,24.5,82.3,59,0
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Male,  25 Years +,60.4,78.1,79,79.7,81.7
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Male,  25-64,75.1,81.5,86.2,83.4,85.9
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Male,  55 Years +,21.1,65.2,31.9,52.1,56.3
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Female,15 Years +,19.6,52.6,76.2,67.5,69.9
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Female,  15-24,17.8,27.6,70.6,50.7,100
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Female,  25 Years +,20.4,64.6,77.1,70,67.5
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Female,  25-64,31,72.5,81.2,70.3,68.2
13-Nov,Canada,  Non-landed immigrants,Employment rate,  Female,  55 Years +,0,26.1,27.9,50,0
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Male,15 Years +,118.1,217,301.7,473.5,195.8
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Male,  15-24,20.9,23.9,8.1,15.6,0
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Male,  25 Years +,97.2,193.1,293.6,457.9,194.8
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Male,  25-64,91.8,181.1,272,432.9,181.2
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Male,  55 Years +,34.2,47.2,83,109.5,53.2
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Female,15 Years +,72.6,184.5,333.2,415.5,129.1
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Female,  15-24,8.5,15.7,12.1,11.4,0
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Female,  25 Years +,64.1,168.8,321.1,404.1,128.8
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Female,  25-64,55.6,156.4,307,393.2,122.1
13-Nov,Ontario,  Total Landed immigrants,  Labour force,  Female,  55 Years +,24.7,54.3,83.5,68.4,27
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Male,15 Years +,104.3,198.6,283.8,436.3,180.5
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Male,  15-24,13.8,19.9,8.1,12,0
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Male,  25 Years +,90.5,178.7,275.7,424.3,179.8
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Male,  25-64,85.4,166.7,254.1,401.6,167
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Male,  55 Years +,32.7,45.9,81,100,50
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Female,15 Years +,64.5,168.4,311.5,383,114.9
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Female,  15-24,5.6,13.1,10.9,8.9,0
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Female,  25 Years +,58.9,155.3,300.6,374.1,114.6
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Female,  25-64,50.5,143,286.7,364,108.3
13-Nov,Ontario,  Total Landed immigrants,    Employment,  Female,  55 Years +,22.4,52.1,79.9,64.9,25.9
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,88.8,177.4,261.2,400.4,163.9
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  15-24,4,9.6,6.1,7.9,0
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,84.8,167.8,255.1,392.5,163.3
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  25-64,81.6,159.2,239.1,377,155.2
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,28.3,40.8,72,84.8,42.8
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,44.9,121,240.7,308.2,89.7
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  15-24,0,6.1,5.8,6.1,0
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,43.9,114.9,234.9,302,89.3
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  25-64,39.3,109.8,229.5,296.4,85.5
13-Nov,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,14.4,34.9,59.7,49.5,19.9
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,15.5,21.2,22.5,35.9,16.5
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  15-24,9.8,10.2,2,4.1,-
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,5.7,11,20.6,31.9,16.5
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  25-64,3.8,7.5,15.1,24.6,11.8
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,4.4,5.1,9,15.2,7.1
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,19.6,47.4,70.8,74.9,25.2
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  15-24,4.5,7,5.1,2.8,-
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,15.1,40.4,65.7,72.1,25.2
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  25-64,11.2,33.2,57.3,67.6,22.8
13-Nov,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,8,17.1,20.2,15.4,6
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Male,15 Years +,13.8,18.4,17.9,37.2,15.3
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Male,  15-24,7.2,4,0,3.6,0
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,6.7,14.4,17.9,33.5,15
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Male,  25-64,6.4,14.4,17.9,31.3,14.2
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,1.5,0,2,9.5,3.2
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Female,15 Years +,8.1,16.1,21.7,32.4,14.2
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Female,  15-24,2.9,2.6,0,2.5,-
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,5.2,13.5,20.5,29.9,14.2
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Female,  25-64,5.2,13.4,20.3,29.2,13.8
13-Nov,Ontario,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,2.3,2.2,3.5,3.5,0
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,156.4,129.7,111.1,119.9,47.8
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  15-24,37.2,17,4.8,2.3,0
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  25 Years +,119.3,112.7,106.3,117.6,47.4
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  25-64,20.2,43.2,34.7,48.8,17.2
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  55 Years +,109.6,92,90.4,88.5,38.1
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Female,15 Years +,278.7,198.7,169.7,141,43.7
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  15-24,31.8,22.1,4.7,3.1,0
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  25 Years +,246.8,176.5,165.1,137.9,43.6
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  25-64,73.2,75.2,85.6,88.2,25.9
13-Nov,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  55 Years +,205.1,133.3,113.3,73.9,22.5
13-Nov,Ontario,  Total Landed immigrants,Unemployment rate,  Male,15 Years +,11.7,8.5,5.9,7.9,7.8
13-Nov,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  15-24,34.4,16.7,0,23.1,0
13-Nov,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  25 Years +,6.9,7.5,6.1,7.3,7.7
13-Nov,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  25-64,7,8,6.6,7.2,7.8
13-Nov,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  55 Years +,4.4,0,2.4,8.7,6
13-Nov,Ontario,  Total Landed immigrants,Unemployment rate,  Female,15 Years +,11.2,8.7,6.5,7.8,11
